Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
14174;Youngstown;NY;43.247054;-79.02562;-5;1;43.247054,-79.02562
10168;New York;NY;40.751933;-73.976794;-5;1;40.751933,-73.976794
11219;Brooklyn;NY;40.632449;-73.99629;-5;1;40.632449,-73.99629
14420;Brockport;NY;43.214261;-77.93937;-5;1;43.214261,-77.93937
11530;Garden City;NY;40.725257;-73.64056;-5;1;40.725257,-73.64056
11779;Ronkonkoma;NY;40.818826;-73.1187;-5;1;40.818826,-73.1187
12750;Kenoza Lake;NY;41.729581;-74.961146;-5;1;41.729581,-74.961146
13763;Endicott;NY;42.206745;-75.74488;-5;1;42.206745,-75.74488
12179;Troy;NY;42.71144;-73.525561;-5;1;42.71144,-73.525561
14058;Elba;NY;43.091886;-78.15151;-5;1;43.091886,-78.15151
12484;Stone Ridge;NY;41.850294;-74.16619;-5;1;41.850294,-74.16619
12760;Long Eddy;NY;41.901849;-75.10493;-5;1;41.901849,-75.10493
10048;New York;NY;40.712086;-74.01227;-5;1;40.712086,-74.01227
13326;Cooperstown;NY;42.703091;-74.91413;-5;1;42.703091,-74.91413
11780;Saint James;NY;40.884394;-73.15868;-5;1;40.884394,-73.15868
10633;White Plains;NY;41.119008;-73.732996;-5;1;41.119008,-73.732996
11572;Oceanside;NY;40.636286;-73.6374;-5;1;40.636286,-73.6374
12441;Highmount;NY;41.878801;-74.345684;-5;1;41.878801,-74.345684
13612;Black River;NY;44.003136;-75.77839;-5;1;44.003136,-75.77839
14537;Port Gibson;NY;43.033002;-77.157465;-5;1;43.033002,-77.157465
14609;Rochester;NY;43.175113;-77.56272;-5;1;43.175113,-77.56272
12031;Carlisle;NY;42.770985;-74.44694;-5;1;42.770985,-74.44694
12823;Cossayuna;NY;43.178983;-73.40767;-5;1;43.178983,-73.40767
13745;Chenango Bridge;NY;42.173775;-75.872839;-5;1;42.173775,-75.872839
14038;Crittenden;NY;42.947259;-78.474444;-5;1;42.947259,-78.474444
14555;Sodus Point;NY;43.269332;-76.9876;-5;1;43.269332,-76.9876
11254;Brooklyn;NY;40.645099;-73.945032;-5;1;40.645099,-73.945032
12033;Castleton On Hudson;NY;42.534631;-73.71327;-5;1;42.534631,-73.71327
12766;North Branch;NY;41.815316;-74.97995;-5;1;41.815316,-74.97995
11499;Jamaica;NY;40.651378;-73.870779;-5;1;40.651378,-73.870779
11963;Sag Harbor;NY;40.99628;-72.31074;-5;1;40.99628,-72.31074
11433;Jamaica;NY;40.696538;-73.78734;-5;1;40.696538,-73.78734
12111;Latham;NY;42.614852;-73.970812;-5;1;42.614852,-73.970812
12919;Champlain;NY;44.965887;-73.43636;-5;1;44.965887,-73.43636
10803;Pelham;NY;40.902221;-73.80717;-5;1;40.902221,-73.80717
13744;Castle Creek;NY;42.250715;-75.91871;-5;1;42.250715,-75.91871
12028;Buskirk;NY;42.932315;-73.44521;-5;1;42.932315,-73.44521
12523;Elizaville;NY;42.080964;-73.77856;-5;1;42.080964,-73.77856
14719;Cattaraugus;NY;42.329183;-78.87436;-5;1;42.329183,-78.87436
10121;New York;NY;40.74964;-73.991889;-5;1;40.74964,-73.991889
12241;Albany;NY;42.614852;-73.970812;-5;1;42.614852,-73.970812
12790;Wurtsboro;NY;41.592087;-74.50677;-5;1;41.592087,-74.50677
10110;New York;NY;40.753987;-73.980811;-5;1;40.753987,-73.980811
10912;Bellvale;NY;41.387822;-74.354699;-5;1;41.387822,-74.354699
12524;Fishkill;NY;41.537232;-73.8972;-5;1;41.537232,-73.8972
13698;Ellisburg;NY;43.775216;-76.202658;-5;1;43.775216,-76.202658
13776;Gilbertsville;NY;42.457398;-75.33434;-5;1;42.457398,-75.33434
14233;Buffalo;NY;42.768413;-78.887094;-5;1;42.768413,-78.887094
12512;Chelsea;NY;41.552793;-73.968183;-5;1;41.552793,-73.968183
10505;Baldwin Place;NY;41.33431;-73.749244;-5;1;41.33431,-73.749244
10533;Irvington;NY;41.039005;-73.8635;-5;1;41.039005,-73.8635
11020;Great Neck;NY;40.771082;-73.71819;-5;1;40.771082,-73.71819
12726;Cochecton;NY;41.694153;-74.97593;-5;1;41.694153,-74.97593
10177;New York;NY;40.755345;-73.97609;-5;1;40.755345,-73.97609
10558;Mount Vernon;NY;41.119008;-73.732996;-5;1;41.119008,-73.732996
14825;Chemung;NY;42.043018000000004;-76.62459;-5;1;42.043018,-76.62459
14144;Stella Niagara;NY;43.199494;-79.042477;-5;1;43.199494,-79.042477
13449;Rome;NY;43.239274;-75.47796;-5;1;43.239274,-75.47796
14269;Buffalo;NY;42.768413;-78.887094;-5;1;42.768413,-78.887094
14653;Rochester;NY;43.286024;-77.684264;-5;1;43.286024,-77.684264
11819;Hicksville;NY;40.754757;-73.601772;-5;1;40.754757,-73.601772
14736;Findley Lake;NY;42.130247;-79.74933;-5;1;42.130247,-79.74933
12036;Charlotteville;NY;42.546034;-74.67315;-5;1;42.546034,-74.67315
12935;Ellenburg Depot;NY;44.83218;-73.80001;-5;1;44.83218,-73.80001
12763;Mountain Dale;NY;41.690795;-74.52273;-5;1;41.690795,-74.52273
12855;North Hudson;NY;43.996303;-73.72147;-5;1;43.996303,-73.72147
13352;Hinckley;NY;43.328187;-75.117319;-5;1;43.328187,-75.117319
10007;New York;NY;40.714754;-74.00721;-5;1;40.714754,-74.00721
12530;Hollowville;NY;42.210991;-73.687001;-5;1;42.210991,-73.687001
13081;King Ferry;NY;42.667102;-76.62939;-5;1;42.667102,-76.62939
12436;Haines Falls;NY;42.19551;-74.102319;-5;1;42.19551,-74.102319
11364;Oakland Gardens;NY;40.746718;-73.75994;-5;1;40.746718,-73.75994
14894;Wellsburg;NY;42.01359;-76.75307;-5;1;42.01359,-76.75307
11570;Rockville Centre;NY;40.663935;-73.63792;-5;1;40.663935,-73.63792
12108;Lake Pleasant;NY;43.525388;-74.40875;-5;1;43.525388,-74.40875
13687;South Colton;NY;44.501065;-74.86633;-5;1;44.501065,-74.86633
14475;Ionia;NY;42.933105;-77.49687;-5;1;42.933105,-77.49687
11957;Orient;NY;41.151826;-72.27511;-5;1;41.151826,-72.27511
12053;Delanson;NY;42.749499;-74.18601;-5;1;42.749499,-74.18601
12477;Saugerties;NY;42.085634;-73.97685;-5;1;42.085634,-73.97685
13110;Marietta;NY;42.891595;-76.28318;-5;1;42.891595,-76.28318
14804;Almond;NY;42.321173;-77.82312;-5;1;42.321173,-77.82312
10276;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
13647;Hannawa Falls;NY;44.608735;-74.973218;-5;1;44.608735,-74.973218
14052;East Aurora;NY;42.770859;-78.59804;-5;1;42.770859,-78.59804
10037;New York;NY;40.813385;-73.93616;-5;1;40.813385,-73.93616
11947;Jamesport;NY;40.943323;-72.57996;-5;1;40.943323,-72.57996
12469;Preston Hollow;NY;42.442592;-74.24159;-5;1;42.442592,-74.24159
12487;Ulster Park;NY;41.855761;-73.99207;-5;1;41.855761,-73.99207
13074;Hannibal;NY;43.317683;-76.56767;-5;1;43.317683,-76.56767
11371;Flushing;NY;40.772072;-73.87509;-5;1;40.772072,-73.87509
12547;Milton;NY;41.656805;-73.96831;-5;1;41.656805,-73.96831
12872;Severance;NY;44.145678;-73.815204;-5;1;44.145678,-73.815204
14801;Addison;NY;42.104389;-77.28857;-5;1;42.104389,-77.28857
12858;Paradox;NY;43.888754;-73.65812;-5;1;43.888754,-73.65812
12942;Keene;NY;44.25462;-73.78934;-5;1;44.25462,-73.78934
12563;Patterson;NY;41.483689;-73.57293;-5;1;41.483689,-73.57293
12828;Fort Edward;NY;43.253125;-73.58549;-5;1;43.253125,-73.58549
13301;Alder Creek;NY;43.419132;-75.21942;-5;1;43.419132,-75.21942
14068;Getzville;NY;43.02534;-78.76241;-5;1;43.02534,-78.76241
10026;New York;NY;40.802853;-73.95471;-5;1;40.802853,-73.95471
10250;New York;NY;40.709387;-74.016529;-5;1;40.709387,-74.016529
10956;New City;NY;41.145495;-73.9949;-5;1;41.145495,-73.9949
12996;Willsboro;NY;44.373007;-73.40668;-5;1;44.373007,-73.40668
13363;Lee Center;NY;43.311975;-75.50677;-5;1;43.311975,-75.50677
11566;Merrick;NY;40.666575;-73.55475;-5;1;40.666575,-73.55475
12911;Keeseville;NY;44.530527;-73.46734;-5;1;44.530527,-73.46734
10977;Spring Valley;NY;41.116795;-74.04504;-5;1;41.116795,-74.04504
12926;Constable;NY;44.953782;-74.32809;-5;1;44.953782,-74.32809
13060;Elbridge;NY;43.025843;-76.42589;-5;1;43.025843,-76.42589
13778;Greene;NY;42.336771;-75.75964;-5;1;42.336771,-75.75964
14723;Cherry Creek;NY;42.316386;-79.1364;-5;1;42.316386,-79.1364
10551;Mount Vernon;NY;41.119008;-73.732996;-5;1;41.119008,-73.732996
12491;West Hurley;NY;41.998199;-74.10967;-5;1;41.998199,-74.10967
14450;Fairport;NY;43.091714;-77.43483;-5;1;43.091714,-77.43483
11692;Arverne;NY;40.592939;-73.79568;-5;1;40.592939,-73.79568
12507;Barrytown;NY;42.005984;-73.92132;-5;1;42.005984,-73.92132
13045;Cortland;NY;42.591109;-76.19217;-5;1;42.591109,-76.19217
12205;Albany;NY;42.713328;-73.8179;-5;1;42.713328,-73.8179
12504;Annandale On Hudson;NY;42.035434;-73.909234;-5;1;42.035434,-73.909234
12413;Cairo;NY;42.307982;-74.008;-5;1;42.307982,-74.008
14103;Medina;NY;43.217155;-78.38746;-5;1;43.217155,-78.38746
14727;Cuba;NY;42.213216;-78.28649;-5;1;42.213216,-78.28649
10557;Mount Vernon;NY;41.119008;-73.732996;-5;1;41.119008,-73.732996
10130;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
11790;Stony Brook;NY;40.906174;-73.12748;-5;1;40.906174,-73.12748
10060;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
11385;Ridgewood;NY;40.703069;-73.89285;-5;1;40.703069,-73.89285
11772;Patchogue;NY;40.770898;-73.00213;-5;1;40.770898,-73.00213
12517;Copake Falls;NY;42.144585;-73.51463;-5;1;42.144585,-73.51463
13436;Raquette Lake;NY;43.807314;-74.66771;-5;1;43.807314,-74.66771
11959;Quogue;NY;40.825411;-72.60506;-5;1;40.825411,-72.60506
12308;Schenectady;NY;42.820909;-73.92002;-5;1;42.820909,-73.92002
11782;Sayville;NY;40.739869;-73.07198;-5;1;40.739869,-73.07198
11484;Jamaica;NY;40.651378;-73.870779;-5;1;40.651378,-73.870779
11531;Garden City;NY;40.754757;-73.601772;-5;1;40.754757,-73.601772
12430;Fleischmanns;NY;42.183262;-74.52154;-5;1;42.183262,-74.52154
14032;Clarence Center;NY;43.019908;-78.63497;-5;1;43.019908,-78.63497
10701;Yonkers;NY;40.943525;-73.88176;-5;1;40.943525,-73.88176
11797;Woodbury;NY;40.813801;-73.46912;-5;1;40.813801,-73.46912
12433;Glenford;NY;42.000093;-74.15946;-5;1;42.000093,-74.15946
12752;Lake Huntington;NY;41.677243;-74.99109;-5;1;41.677243,-74.99109
12136;Old Chatham;NY;42.437594;-73.55599;-5;1;42.437594,-73.55599
12775;Rock Hill;NY;41.614218;-74.58836;-5;1;41.614218,-74.58836
11576;Roslyn;NY;40.793839;-73.65156;-5;1;40.793839,-73.65156
12831;Gansevoort;NY;43.174566;-73.68848;-5;1;43.174566,-73.68848
13118;Moravia;NY;42.755698;-76.41226;-5;1;42.755698,-76.41226
14082;Java Center;NY;42.661838;-78.38309;-5;1;42.661838,-78.38309
11745;Smithtown;NY;40.922326;-72.637078;-5;1;40.922326,-72.637078
12816;Cambridge;NY;43.039226;-73.38557;-5;1;43.039226,-73.38557
10102;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
13093;Lycoming;NY;43.431311;-76.200448;-5;1;43.431311,-76.200448
11022;Great Neck;NY;40.754757;-73.601772;-5;1;40.754757,-73.601772
13164;Warners;NY;43.088699;-76.31946;-5;1;43.088699,-76.31946
13343;Glenfield;NY;43.743932;-75.34971;-5;1;43.743932,-75.34971
12886;Wevertown;NY;43.638462;-73.91693;-5;1;43.638462,-73.91693
12997;Wilmington;NY;44.145678;-73.815204;-5;1;44.145678,-73.815204
14703;Jamestown;NY;42.342529;-79.41091;-5;1;42.342529,-79.41091
11975;Wainscott;NY;40.947419;-72.24505;-5;1;40.947419,-72.24505
13033;Cato;NY;43.182054;-76.57176;-5;1;43.182054,-76.57176
14504;Manchester;NY;42.970621;-77.2298;-5;1;42.970621,-77.2298
10475;Bronx;NY;40.878522;-73.82541;-5;1;40.878522,-73.82541
14560;Springwater;NY;42.674773;-77.58341;-5;1;42.674773,-77.58341
12140;Poestenkill;NY;42.693228;-73.56922;-5;1;42.693228,-73.56922
12223;Albany;NY;42.614852;-73.970812;-5;1;42.614852,-73.970812
12288;Albany;NY;42.614852;-73.970812;-5;1;42.614852,-73.970812
10176;New York;NY;40.75557;-73.978877;-5;1;40.75557,-73.978877
11255;Brooklyn;NY;40.645099;-73.945032;-5;1;40.645099,-73.945032
12202;Albany;NY;42.640129;-73.76061;-5;1;42.640129,-73.76061
12236;Albany;NY;42.614852;-73.970812;-5;1;42.614852,-73.970812
12017;Austerlitz;NY;42.323565;-73.45257;-5;1;42.323565,-73.45257
12134;Northville;NY;43.21892;-74.14822;-5;1;43.21892,-74.14822
14094;Lockport;NY;43.160857;-78.68756;-5;1;43.160857,-78.68756
14130;Pike;NY;42.543108;-78.153849;-5;1;42.543108,-78.153849
11202;Brooklyn;NY;40.645099;-73.945032;-5;1;40.645099,-73.945032
13160;Union Springs;NY;42.832007;-76.66641;-5;1;42.832007,-76.66641
14172;Wilson;NY;43.307288;-78.83368;-5;1;43.307288,-78.83368
10118;New York;NY;40.748998;-73.986467;-5;1;40.748998,-73.986467
14895;Wellsville;NY;42.094855;-77.94686;-5;1;42.094855,-77.94686
10116;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
10516;Cold Spring;NY;41.440695;-73.9314;-5;1;41.440695,-73.9314
11375;Forest Hills;NY;40.720535;-73.84582;-5;1;40.720535,-73.84582
12443;Hurley;NY;41.92674;-74.06797;-5;1;41.92674,-74.06797
12937;Fort Covington;NY;44.972087;-74.48703;-5;1;44.972087,-74.48703
11237;Brooklyn;NY;40.703355;-73.91993;-5;1;40.703355,-73.91993
11411;Cambria Heights;NY;40.693538;-73.73574;-5;1;40.693538,-73.73574
12887;Whitehall;NY;43.547822;-73.38318;-5;1;43.547822,-73.38318
11977;Westhampton;NY;40.81819;-72.67835;-5;1;40.81819,-72.67835
12721;Bloomingburg;NY;41.564426;-74.4265;-5;1;41.564426,-74.4265
14422;Byron;NY;43.079217;-78.06371;-5;1;43.079217,-78.06371
14112;North Evans;NY;42.691742;-78.992658;-5;1;42.691742,-78.992658
13839;Sidney Center;NY;42.236762;-75.25901;-5;1;42.236762,-75.25901
14037;Cowlesville;NY;42.814667;-78.46076;-5;1;42.814667,-78.46076
10453;Bronx;NY;40.853017;-73.91214;-5;1;40.853017,-73.91214
11025;Great Neck;NY;40.754757;-73.601772;-5;1;40.754757,-73.601772
12186;Voorheesville;NY;42.638481;-73.95946;-5;1;42.638481,-73.95946
12193;Westerlo;NY;42.515818;-74.04978;-5;1;42.515818,-74.04978
12742;Harris;NY;41.720235;-74.72901;-5;1;41.720235,-74.72901
10081;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
10163;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
12059;East Berne;NY;42.621933;-74.05574;-5;1;42.621933,-74.05574
13488;Westford;NY;42.680906;-74.76529;-5;1;42.680906,-74.76529
14517;Nunda;NY;42.589984;-77.9075;-5;1;42.589984,-77.9075
10594;Thornwood;NY;41.120025;-73.77687;-5;1;41.120025,-73.77687
13042;Cleveland;NY;43.252083999999996;-75.84853;-5;1;43.252084,-75.84853
12964;New Russia;NY;44.129094;-73.64792;-5;1;44.129094,-73.64792
12976;Rainbow Lake;NY;44.552725;-74.317958;-5;1;44.552725,-74.317958
13040;Cincinnatus;NY;42.560795;-75.93241;-5;1;42.560795,-75.93241
10109;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
11778;Rocky Point;NY;40.954093;-72.92884;-5;1;40.954093,-72.92884
13616;Calcium;NY;44.030831;-75.85521;-5;1;44.030831,-75.85521
14169;Wales Center;NY;42.767333;-78.585646;-5;1;42.767333,-78.585646
14201;Buffalo;NY;42.896406999999996;-78.88515;-5;1;42.896407,-78.88515
14844;Horseheads;NY;42.160717;-76.878456;-5;1;42.160717,-76.878456
14847;Interlaken;NY;42.614518;-76.72405;-5;1;42.614518,-76.72405
14559;Spencerport;NY;43.189862;-77.81809;-5;1;43.189862,-77.81809
10080;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
11547;Glenwood Landing;NY;40.828143;-73.64401;-5;1;40.828143,-73.64401
13054;Durhamville;NY;43.165514;-75.68091;-5;1;43.165514,-75.68091
13415;New Lisbon;NY;42.590419;-75.195695;-5;1;42.590419,-75.195695
14110;North Boston;NY;42.768413;-78.887094;-5;1;42.768413,-78.887094
10029;New York;NY;40.791586;-73.94575;-5;1;40.791586,-73.94575
12131;North Blenheim;NY;42.482123;-74.45715;-5;1;42.482123,-74.45715
12531;Holmes;NY;41.519085;-73.67241;-5;1;41.519085,-73.67241
11717;Brentwood;NY;40.783954;-73.24517;-5;1;40.783954,-73.24517
10044;New York;NY;40.762174;-73.94917;-5;1;40.762174,-73.94917
11120;Long Island City;NY;40.651378;-73.870779;-5;1;40.651378,-73.870779
11415;Kew Gardens;NY;40.706903;-73.82973;-5;1;40.706903,-73.82973
13155;South Otselic;NY;42.662648;-75.76265;-5;1;42.662648,-75.76265
10465;Bronx;NY;40.825727;-73.81752;-5;1;40.825727,-73.81752
14303;Niagara Falls;NY;43.086355;-79.03736;-5;1;43.086355,-79.03736
14702;Jamestown;NY;42.081657;-79.294921;-5;1;42.081657,-79.294921
14715;Bolivar;NY;42.076186;-78.14489;-5;1;42.076186,-78.14489
13484;West Eaton;NY;42.854631;-75.660462;-5;1;42.854631,-75.660462
14220;Buffalo;NY;42.845758000000004;-78.8187;-5;1;42.845758,-78.8187
10010;New York;NY;40.739022;-73.98205;-5;1;40.739022,-73.98205
11760;Hauppauge;NY;40.810246;-73.191789;-5;1;40.810246,-73.191789
14591;Wyoming;NY;42.829405;-78.08887;-5;1;42.829405,-78.08887
10119;New York;NY;40.750824;-73.99289;-5;1;40.750824,-73.99289
11549;Hempstead;NY;40.754757;-73.601772;-5;1;40.754757,-73.601772
11420;South Ozone Park;NY;40.673138;-73.81443;-5;1;40.673138,-73.81443
13396;Madison;NY;42.839697;-75.544322;-5;1;42.839697,-75.544322
12046;Coeymans Hollow;NY;42.475609;-73.92656;-5;1;42.475609,-73.92656
12158;Selkirk;NY;42.539822;-73.81545;-5;1;42.539822,-73.81545
14756;Maple Springs;NY;42.19815;-79.417353;-5;1;42.19815,-79.417353
13367;Lowville;NY;43.794492;-75.46905;-5;1;43.794492,-75.46905
13322;Clayville;NY;42.969624;-75.22603;-5;1;42.969624,-75.22603
14810;Bath;NY;42.351281;-77.3361;-5;1;42.351281,-77.3361
13659;Lorraine;NY;43.743998;-75.89354;-5;1;43.743998,-75.89354
11002;Floral Park;NY;40.754757;-73.601772;-5;1;40.754757,-73.601772
14767;Panama;NY;42.043339;-79.51361;-5;1;42.043339,-79.51361
10455;Bronx;NY;40.815559;-73.90771;-5;1;40.815559,-73.90771
10916;Campbell Hall;NY;41.451074;-74.24346;-5;1;41.451074,-74.24346
13036;Central Square;NY;43.299689;-76.15144;-5;1;43.299689,-76.15144
13103;Mallory;NY;43.339851;-76.096357;-5;1;43.339851,-76.096357
14098;Lyndonville;NY;43.338755;-78.3931;-5;1;43.338755,-78.3931
14664;Rochester;NY;43.286024;-77.684264;-5;1;43.286024,-77.684264
11718;Brightwaters;NY;40.720746;-73.26614000000001;-5;1;40.720746,-73.26614
12550;Newburgh;NY;41.521593;-74.04072;-5;1;41.521593,-74.04072
14625;Rochester;NY;43.143663;-77.51114;-5;1;43.143663,-77.51114
10588;Shrub Oak;NY;41.330178;-73.82973;-5;1;41.330178,-73.82973
11738;Farmingville;NY;40.83469;-73.0386;-5;1;40.83469,-73.0386
11949;Manorville;NY;40.855861;-72.79736;-5;1;40.855861,-72.79736
12856;North River;NY;43.722082;-74.10546;-5;1;43.722082,-74.10546
12510;Billings;NY;41.759905;-73.743714;-5;1;41.759905,-73.743714
13410;Nelliston;NY;42.937863;-74.611711;-5;1;42.937863,-74.611711
10988;Unionville;NY;41.314931;-74.550346;-5;1;41.314931,-74.550346
12533;Hopewell Junction;NY;41.573253;-73.79347;-5;1;41.573253,-73.79347
13803;Marathon;NY;42.453663;-76.06983;-5;1;42.453663,-76.06983
12176;Surprise;NY;42.393192;-73.96763;-5;1;42.393192,-73.96763
14223;Buffalo;NY;42.972207;-78.84234000000001;-5;1;42.972207,-78.84234
13657;Limerick;NY;44.035703;-76.090424;-5;1;44.035703,-76.090424
12952;Lyon Mountain;NY;44.715159;-73.91824;-5;1;44.715159,-73.91824
13453;Williamstown;NY;43.436919;-75.881404;-5;1;43.436919,-75.881404
13673;Philadelphia;NY;44.160785;-75.71159;-5;1;44.160785,-75.71159
11941;Eastport;NY;40.824658;-72.72356;-5;1;40.824658,-72.72356
13863;Willet;NY;42.437964;-75.89884;-5;1;42.437964,-75.89884
11755;Lake Grove;NY;40.855402;-73.11839;-5;1;40.855402,-73.11839
12304;Schenectady;NY;42.779026;-73.90507;-5;1;42.779026,-73.90507
12481;Shokan;NY;41.974857;-74.20686;-5;1;41.974857,-74.20686
11248;Brooklyn;NY;40.645099;-73.945032;-5;1;40.645099,-73.945032
13504;Utica;NY;43.136033;-75.432486;-5;1;43.136033,-75.432486
12506;Bangall;NY;41.759905;-73.743714;-5;1;41.759905,-73.743714
12525;Gardiner;NY;41.691524;-74.18764;-5;1;41.691524,-74.18764
12107;Knox;NY;42.660046;-74.116812;-5;1;42.660046,-74.116812
12115;Malden Bridge;NY;42.469991;-73.58587;-5;1;42.469991,-73.58587
12231;Albany;NY;42.614852;-73.970812;-5;1;42.614852,-73.970812
12516;Copake;NY;42.112895;-73.56201;-5;1;42.112895,-73.56201
14035;Collins Center;NY;42.49064;-78.849861;-5;1;42.49064,-78.849861
13101;McGraw;NY;42.593363;-76.07789;-5;1;42.593363,-76.07789
13439;Richfield Springs;NY;42.852372;-74.99121;-5;1;42.852372,-74.99121
14135;Sheridan;NY;42.488983;-79.238997;-5;1;42.488983,-79.238997
14897;Whitesville;NY;42.034218;-77.79269;-5;1;42.034218,-77.79269
12016;Auriesville;NY;42.910206;-74.423606;-5;1;42.910206,-74.423606
13069;Fulton;NY;43.32347;-76.40029;-5;1;43.32347,-76.40029
10122;New York;NY;40.751757;-73.992171;-5;1;40.751757,-73.992171
13942;Whitestown;NY;43.114669;-75.305811;-5;1;43.114669,-75.305811
10579;Putnam Valley;NY;41.390356;-73.8377;-5;1;41.390356,-73.8377
14065;Freedom;NY;42.483508;-78.30011;-5;1;42.483508,-78.30011
14616;Rochester;NY;43.232312;-77.64905;-5;1;43.232312,-77.64905
10114;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
11551;Hempstead;NY;40.754757;-73.601772;-5;1;40.754757,-73.601772
10131;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
10519;Croton Falls;NY;41.34598;-73.66199;-5;1;41.34598,-73.66199
11793;Wantagh;NY;40.676649;-73.51122;-5;1;40.676649,-73.51122
14534;Pittsford;NY;43.071131;-77.51181;-5;1;43.071131,-77.51181
10953;Mountainville;NY;41.409284;-74.083045;-5;1;41.409284,-74.083045
11102;Astoria;NY;40.771286;-73.92462;-5;1;40.771286,-73.92462
12155;Schenevus;NY;42.587708;-74.83536;-5;1;42.587708,-74.83536
13261;Syracuse;NY;43.02143;-76.197701;-5;1;43.02143,-76.197701
13260;Syracuse;NY;43.02143;-76.197701;-5;1;43.02143,-76.197701
14449;East Williamson;NY;43.235369;-77.137642;-5;1;43.235369,-77.137642
12582;Stormville;NY;41.549525;-73.72745;-5;1;41.549525,-73.72745
13457;Schuyler Lake;NY;42.775805;-75.048502;-5;1;42.775805,-75.048502
13814;North Norwich;NY;42.603574;-75.528221;-5;1;42.603574,-75.528221
11024;Great Neck;NY;40.812887;-73.74094;-5;1;40.812887,-73.74094
14627;Rochester;NY;43.127513;-77.627674;-5;1;43.127513,-77.627674
10011;New York;NY;40.741012;-74.00012;-5;1;40.741012,-74.00012
13252;Syracuse;NY;43.050966;-76.156696;-5;1;43.050966,-76.156696
14561;Stanley;NY;42.815171;-77.1321;-5;1;42.815171,-77.1321
14842;Himrod;NY;42.595985;-76.94713;-5;1;42.595985,-76.94713
14841;Hector;NY;42.521501;-76.86246;-5;1;42.521501,-76.86246
11955;Moriches;NY;40.805789;-72.82092;-5;1;40.805789,-72.82092
12212;Albany;NY;42.716774;-73.810373;-5;1;42.716774,-73.810373
12468;Prattsville;NY;42.297725;-74.40063;-5;1;42.297725,-74.40063
12503;Ancramdale;NY;42.045941;-73.57792;-5;1;42.045941,-73.57792
13643;Great Bend;NY;44.014698;-75.728357;-5;1;44.014698,-75.728357
12410;Big Indian;NY;42.114646;-74.4557;-5;1;42.114646,-74.4557
11705;Bayport;NY;40.74485;-73.055;-5;1;40.74485,-73.055
11750;Huntington Station;NY;40.922326;-72.637078;-5;1;40.922326,-72.637078
12062;East Nassau;NY;42.525531;-73.50207;-5;1;42.525531,-73.50207
11451;Jamaica;NY;40.651378;-73.870779;-5;1;40.651378,-73.870779
12910;Altona;NY;44.879986;-73.65694;-5;1;44.879986,-73.65694
13206;Syracuse;NY;43.069866;-76.10724;-5;1;43.069866,-76.10724
13752;De Lancey;NY;42.187835;-74.89418;-5;1;42.187835,-74.89418
11710;Bellmore;NY;40.673438;-73.53382;-5;1;40.673438,-73.53382
13766;Maine;NY;42.155346;-76.071767;-5;1;42.155346,-76.071767
14589;Williamson;NY;43.24816;-77.18498;-5;1;43.24816,-77.18498
10595;Valhalla;NY;41.083848;-73.77785;-5;1;41.083848,-73.77785
12451;Leeds;NY;42.281117;-73.94006;-5;1;42.281117,-73.94006
12901;Plattsburgh;NY;44.693271;-73.46617;-5;1;44.693271,-73.46617
13304;Barneveld;NY;43.242724;-75.1659;-5;1;43.242724,-75.1659
12541;Livingston;NY;42.142068;-73.757399;-5;1;42.142068,-73.757399
12544;Mellenville;NY;42.259623;-73.667962;-5;1;42.259623,-73.667962
13618;Cape Vincent;NY;44.114183;-76.29288;-5;1;44.114183,-76.29288
14886;Trumansburg;NY;42.51432;-76.6689;-5;1;42.51432,-76.6689
12093;Jefferson;NY;42.496939;-74.62813;-5;1;42.496939,-74.62813
12424;East Jewett;NY;42.240343;-74.15932;-5;1;42.240343,-74.15932
10468;Bronx;NY;40.867107;-73.89916;-5;1;40.867107,-73.89916
10801;New Rochelle;NY;40.915845;-73.78643;-5;1;40.915845,-73.78643
13837;Shinhopple;NY;42.183045;-74.925617;-5;1;42.183045,-74.925617
12419;Cottekill;NY;41.852449;-74.10605;-5;1;41.852449,-74.10605
12564;Pawling;NY;41.570328;-73.59825;-5;1;41.570328,-73.59825
13677;Pyrites;NY;44.673438;-75.082041;-5;1;44.673438,-75.082041
10540;Lincolndale;NY;41.333398;-73.724257;-5;1;41.333398,-73.724257
10203;New York;NY;40.780751;-73.977182;-5;1;40.780751,-73.977182
12838;Hartford;NY;43.345875;-73.40651;-5;1;43.345875,-73.40651
14610;Rochester;NY;43.142259;-77.54587;-5;1;43.142259,-77.54587
11378;Maspeth;NY;40.724096;-73.90271;-5;1;40.724096,-73.90271
13473;Turin;NY;43.654278;-75.43828;-5;1;43.654278,-75.43828
